Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
UfJ7pK,Hilary,Jesper,Male,33,China,Agropecuária Castanhais Airport,BR,Brazil,SAM,South America,6/17/2022,ITI,Hilary Jesper,On Time
TrhX9R,Pacorro,Raeside,Male,41,Philippines,Lincoln Airport,US,United States,NAM,North America,6/26/2022,LNK,Pacorro Raeside,On Time
83scKQ,Adamo,Extall,Male,3,Peru,Tabal Airstrip,MH,Marshall Islands,OC,Oceania,8/5/2022,TBV,Adamo Extall,Cancelled
8sQ6Rq,Sissie,Nathan,Female,73,Russia,Arrabury Airport,AU,Australia,OC,Oceania,5/14/2022,AAB,Sissie Nathan,Cancelled
DXcKYs,Codie,Seagar,Female,38,Russia,Yining Airport,CN,China,AS,Asia,9/16/2022,YIN,Codie Seagar,On Time
NF2Xbm,Demeter,Bossom,Female,43,Czech Republic,Lampedusa Airport,IT,Italy,EU,Europe,7/27/2022,LMP,Demeter Bossom,Delayed
DxysxI,Coralyn,Morewood,Female,50,China,Hjaltabakki Airport,IS,Iceland,EU,Europe,11/30/2022,BLO,Coralyn Morewood,On Time
0QHHvS,Sheelah,Cashmore,Female,39,Russia,Duluth International Airport,US,United States,NAM,North America,4/16/2022,DLH,Sheelah Cashmore,Delayed
BZQllT,Davine,Tinwell,Female,20,Nicaragua,Malmstrom Air Force Base,US,United States,NAM,North America,6/18/2022,GFA,Davine Tinwell,On Time
o3XOIU,Sanford,Jilkes,Male,28,China,Open Bay Airport,PG,Papua New Guinea,OC,Oceania,1/13/2022,OPB,Sanford Jilkes,Cancelled
hOiqMe,Honey,Frowd,Female,55,China,Tselserleg Airport,MN,Mongolia,AS,Asia,7/25/2022,TSZ,Honey Frowd,Delayed
GRap65,Britte,Woollons,Female,87,Sweden,Lord Howe Island Airport,AU,Australia,OC,Oceania,9/6/2022,LDH,Britte Woollons,On Time
v283vb,Ralph,Middlebrook,Male,31,Russia,Mende-Brenoux Airfield,FR,France,EU,Europe,8/26/2022,MEN,Ralph Middlebrook,On Time
kBPHaQ,Marilee,Kleinlerer,Female,30,Russia,Marcelo Pires Halzhausen Airport,BR,Brazil,SAM,South America,1/18/2022,AIF,Marilee Kleinlerer,On Time
94JndC,Verine,Lamba,Female,62,Mexico,Forestville Airport,CA,Canada,NAM,North America,4/24/2022,YFE,Verine Lamba,Delayed
qaYFtT,Marjy,Blackstone,Female,6,China,Omsk Central Airport,RU,Russian Federation,AS,Asia,2/9/2022,OMS,Marjy Blackstone,Cancelled
WbMjr1,Greggory,Keble,Male,49,Philippines,Bareilly Air Force Station,IN,India,AS,Asia,9/5/2022,BEK,Greggory Keble,Cancelled
F5bEtS,Yolande,Leming,Female,39,Argentina,Ordu Giresun Airport,TR,Turkey,AS,Asia,6/10/2022,OGU,Yolande Leming,On Time
uOdHHn,Deirdre,O'Grogane,Female,34,Ecuador,Hermiston Municipal Airport,US,United States,NAM,North America,10/12/2022,HES,Deirdre O'Grogane,On Time
TVdmlC,Marthe,Luparto,Female,9,Haiti,"Mo i Rana Airport, Røssvoll",NO,Norway,EU,Europe,8/30/2022,MQN,Marthe Luparto,Delayed
qgNJET,Darline,Carlaw,Female,40,Poland,Nice-Côte d'Azur Airport,FR,France,EU,Europe,6/10/2022,NCE,Darline Carlaw,Delayed
rji0Jq,Dorthy,Dyball,Female,65,New Zealand,Jack Northrop Field Hawthorne Municipal Airport,US,United States,NAM,North America,9/28/2022,HHR,Dorthy Dyball,On Time
E1qBqU,Kaylyn,Drohun,Female,22,China,Goundam Airport,ML,Mali,AF,Africa,5/19/2022,GUD,Kaylyn Drohun,Delayed
sYqy0N,Tonnie,Grimley,Male,44,France,Bragança Airport,PT,Portugal,EU,Europe,12/5/2022,BGC,Tonnie Grimley,Cancelled
YQgDEk,Edeline,Gokes,Female,8,Guatemala,Andorra la Vella Heliport,AD,Andorra,EU,Europe,7/24/2022,ALV,Edeline Gokes,Cancelled
MgQwhq,Anstice,MacGee,Female,68,Russia,Çanakkale Airport,TR,Turkey,AS,Asia,9/5/2022,CKZ,Anstice MacGee,Delayed
OMs57F,Rosamund,Woodbridge,Female,88,Egypt,Akieni Airport,GA,Gabon,AF,Africa,2/18/2022,AKE,Rosamund Woodbridge,Cancelled
YkXIsI,Pattin,Dearell,Male,20,Russia,Chautauqua County-Dunkirk Airport,US,United States,NAM,North America,10/5/2022,DKK,Pattin Dearell,Delayed
FS1dzI,Romain,Stickney,Male,78,Madagascar,Capitan FAP Jose A Quinones Gonzales International Airport,PE,Peru,SAM,South America,1/4/2022,CIX,Romain Stickney,On Time
MtVDtG,Jayson,Cankett,Male,81,China,Liangping Airport,CN,China,AS,Asia,7/18/2022,LIA,Jayson Cankett,Delayed
XrQyu2,Balduin,Wombwell,Male,87,China,Kings Creek Airport,AU,Australia,OC,Oceania,5/31/2022,KCS,Balduin Wombwell,Cancelled
kra5E7,Dody,Sharpley,Female,19,Greece,Hierro Airport,ES,Spain,EU,Europe,12/4/2022,VDE,Dody Sharpley,Cancelled
xYgwdF,Gwenora,Jobling,Female,13,Indonesia,Lyall Harbour Seaplane Base,CA,Canada,NAM,North America,1/24/2022,YAJ,Gwenora Jobling,Cancelled
FOHB1x,Rivkah,Cobon,Female,41,Croatia,Dr. Luis Maria Argaña International Airport,PY,Paraguay,SAM,South America,8/7/2022,ESG,Rivkah Cobon,On Time
WHZwzU,Emmanuel,Josskoviz,Male,13,China,Upernavik Airport,GL,Greenland,EU,Europe,11/18/2022,JUV,Emmanuel Josskoviz,On Time
boyqHU,Dorine,Sprosson,Female,36,Russia,Eastmain River Airport,CA,Canada,NAM,North America,3/29/2022,ZEM,Dorine Sprosson,Cancelled
iGXgww,Muffin,Bothie,Female,63,Indonesia,Garoua International Airport,CM,Cameroon,AF,Africa,7/15/2022,GOU,Muffin Bothie,Delayed
YvhVXB,Josefina,Kloska,Female,88,Peru,Abbeville,FR,France,EU,Europe,11/29/2022,XAB,Josefina Kloska,On Time
Kzw360,Viole,Siddaley,Female,58,Finland,Venango Regional Airport,US,United States,NAM,North America,5/15/2022,FKL,Viole Siddaley,On Time
IT4FNb,Sandor,Scrange,Male,41,China,Benjamin Rivera Noriega Airport,PR,Puerto Rico,NAM,North America,1/15/2022,CPX,Sandor Scrange,On Time
UXlTUq,Brendis,Lawerence,Male,89,Indonesia,Cimitarra Airport,CO,Colombia,SAM,South America,10/28/2022,CIM,Brendis Lawerence,Delayed
u8znqk,Claiborn,Embra,Male,31,China,Qionghai Bo'ao Airport,CN,China,AS,Asia,9/14/2022,BAR,Claiborn Embra,Delayed
yUXQ1l,Cleavland,Sunnex,Male,67,China,Rajkot Airport,IN,India,AS,Asia,8/28/2022,RAJ,Cleavland Sunnex,On Time
ajPn9t,Florinda,Szwandt,Female,58,Russia,Zabol Airport,IR,"Iran, Islamic Republic of",AS,Asia,4/4/2022,ACZ,Florinda Szwandt,Delayed
wgkdC4,Arne,Brushneen,Male,13,Philippines,Shaw River Airport,AU,Australia,OC,Oceania,4/1/2022,SWB,Arne Brushneen,Cancelled
YWAtxv,Huntlee,Leacy,Male,69,Philippines,Imsık Airport,TR,Turkey,AS,Asia,6/18/2022,BXN,Huntlee Leacy,Cancelled
cSZZek,Dall,Flynn,Male,84,France,St. Mary's Airport,GB,United Kingdom,EU,Europe,4/13/2022,ISC,Dall Flynn,Delayed
wcA1WL,Christina,Trelease,Female,76,Argentina,Frans Sales Lega Airport,ID,Indonesia,AS,Asia,9/7/2022,RTG,Christina Trelease,Cancelled
wD1ygh,Camala,Jerrard,Female,18,Russia,Courtenay Airpark,CA,Canada,NAM,North America,6/28/2022,YCA,Camala Jerrard,Delayed
VUJntj,Sigismond,Hallin,Male,45,Russia,Karlovy Vary International Airport,CZ,Czechia,EU,Europe,3/29/2022,KLV,Sigismond Hallin,Delayed
FYa8sm,Sidonnie,Sarchwell,Female,39,Mexico,Awar Airport,PG,Papua New Guinea,OC,Oceania,5/26/2022,AWR,Sidonnie Sarchwell,On Time
DegXML,Eal,Afield,Male,80,China,Zakuoma Airport,TD,Chad,AF,Africa,2/16/2022,AKM,Eal Afield,Cancelled
jBdSpV,Cherise,Dallicott,Female,10,Mexico,Khon Kaen Airport,TH,Thailand,AS,Asia,3/21/2022,KKC,Cherise Dallicott,Cancelled
Mx7KPF,Miriam,Lefridge,Female,28,Georgia,Red Dog Airport,US,United States,NAM,North America,7/24/2022,RDB,Miriam Lefridge,Cancelled
OH0o4z,Bethina,Quincey,Female,82,Palestinian Territory,Isisford Airport,AU,Australia,OC,Oceania,4/21/2022,ISI,Bethina Quincey,On Time
JCr7fR,Barbara-anne,Gabriely,Female,90,Peru,Augusta State Airport,US,United States,NAM,North America,12/11/2022,AUG,Barbara-anne Gabriely,Cancelled
c7YWzH,Orran,Joret,Male,89,Venezuela,Savannakhet Airport,LA,Lao People's Democratic Republic,AS,Asia,4/7/2022,ZVK,Orran Joret,On Time
PF4z8B,Tally,Blaydes,Male,42,Indonesia,Naval Station Mayport (Admiral David L. Mcdonald Field),US,United States,NAM,North America,8/3/2022,NRB,Tally Blaydes,On Time
zvDrs7,Benjie,O'Codihie,Male,85,Indonesia,Richmond Airport,AU,Australia,OC,Oceania,7/26/2022,RCM,Benjie O'Codihie,Cancelled
7IcMG9,Gonzalo,Raper,Male,23,China,Coronel Enrique Soto Cano Air Base,HN,Honduras,NAM,North America,5/8/2022,XPL,Gonzalo Raper,Delayed
Bwm20h,Frasier,Donativo,Male,5,Egypt,Great Bend Municipal Airport,US,United States,NAM,North America,9/7/2022,GBD,Frasier Donativo,Delayed
aD1sTE,Merwin,Klimes,Male,69,Indonesia,Wiley Post Airport,US,United States,NAM,North America,10/7/2022,PWA,Merwin Klimes,Cancelled
Md1Hdb,Berty,Dickinson,Male,77,Spain,Balesin Island Airport,PH,Philippines,AS,Asia,8/10/2022,BSI,Berty Dickinson,Delayed
3ufRxS,Lorianna,Vlasyev,Female,62,Brazil,Comodoro Pierrestegui Airport,AR,Argentina,SAM,South America,9/8/2022,COC,Lorianna Vlasyev,Cancelled
3v77Y6,Thatch,Swanton,Male,85,Russia,Telfer Airport,AU,Australia,OC,Oceania,8/19/2022,TEF,Thatch Swanton,On Time
Wumfcw,Misha,Tremayne,Female,8,Antigua and Barbuda,Nanchang Changbei International Airport,CN,China,AS,Asia,5/17/2022,KHN,Misha Tremayne,On Time
jW21My,Isidor,Everall,Male,12,Brazil,Sheikh ul Alam Airport,IN,India,AS,Asia,11/6/2022,SXR,Isidor Everall,Delayed
qyofWq,Gustav,Crevagh,Male,39,China,Dade Collier Training and Transition Airport,US,United States,NAM,North America,6/24/2022,TNT,Gustav Crevagh,Delayed
DnKGP2,Hill,Tacon,Male,15,Philippines,Eunice Airport,US,United States,NAM,North America,6/28/2022,UCE,Hill Tacon,On Time
BK7FOA,Concettina,Travers,Female,2,Sweden,Lake Baringo Airport,KE,Kenya,AF,Africa,5/8/2022,LBN,Concettina Travers,On Time
RHXPS1,Svend,Waszczykowski,Male,21,Kazakhstan,Buariki Airport,KI,Kiribati,OC,Oceania,5/18/2022,AAK,Svend Waszczykowski,Delayed
a8zmuz,Dorthy,Drought,Female,34,Nicaragua,Poprad-Tatry Airport,SK,Slovakia,EU,Europe,5/13/2022,TAT,Dorthy Drought,Cancelled
v7IXeA,Leo,Innes,Male,17,Ukraine,Imbaimadai Airport,GY,Guyana,SAM,South America,4/29/2022,IMB,Leo Innes,On Time
nzEkzo,Libbie,Brayshaw,Female,41,China,Chuja Port Heliport,KR,"Korea, Republic of",AS,Asia,6/13/2022,JCJ,Libbie Brayshaw,On Time
HpqVKM,Lynsey,Qusklay,Female,90,Philippines,Keisah Airport,ID,Indonesia,AS,Asia,11/1/2022,KEA,Lynsey Qusklay,Cancelled
j05LJy,Ilario,Rudge,Male,2,Brazil,Daugavpils Intrenational Airport,LV,Latvia,EU,Europe,12/23/2022,DGP,Ilario Rudge,Cancelled
H8Epon,Hettie,Melato,Female,72,Cambodia,Wadi Halfa Airport,SD,Sudan,AF,Africa,4/9/2022,WHF,Hettie Melato,Delayed
zYO2G9,Val,Casperri,Male,32,Philippines,Hilton Head Airport,US,United States,NAM,North America,7/28/2022,HHH,Val Casperri,On Time
NV85S7,Birk,Stuchbery,Male,63,China,Barrie-Orillia (Lake Simcoe Regional Airport),CA,Canada,NAM,North America,4/16/2022,YLK,Birk Stuchbery,Cancelled
Dmj6B4,Shea,Callf,Male,9,China,Reading Regional Carl A Spaatz Field,US,United States,NAM,North America,11/23/2022,RDG,Shea Callf,On Time
znz3A2,Moore,Wrigley,Male,28,China,Juan Pablo Pérez Alfonso Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,8/14/2022,VIG,Moore Wrigley,Delayed
xM7Dzk,Kirsteni,Croce,Female,88,Belarus,Brussels South Charleroi Airport,BE,Belgium,EU,Europe,11/2/2022,CRL,Kirsteni Croce,Delayed
4dkiUC,Allx,Presho,Female,46,Uruguay,Yellowstone Airport,US,United States,NAM,North America,12/11/2022,WYS,Allx Presho,Delayed
KIRr8E,Leigha,Sarra,Female,24,Brazil,Kagoshima Airport,JP,Japan,AS,Asia,9/26/2022,KOJ,Leigha Sarra,On Time
T8Kik9,Myrtie,Aldersley,Female,81,Philippines,Thakhek Airport,LA,Lao People's Democratic Republic,AS,Asia,9/26/2022,THK,Myrtie Aldersley,Delayed
8MlQ6F,Guinevere,Knightsbridge,Female,22,Indonesia,Capanda Airport,AO,Angola,AF,Africa,11/13/2022,KNP,Guinevere Knightsbridge,On Time
UDFpYq,Dario,Brazur,Male,25,Egypt,Rutland - Southern Vermont Regional Airport,US,United States,NAM,North America,8/29/2022,RUT,Dario Brazur,Delayed
4Yp451,Guthry,Hek,Male,1,Syria,Marion Municipal Airport,US,United States,NAM,North America,2/13/2022,MZZ,Guthry Hek,Cancelled
vUDMxH,Kath,Van Zon,Female,75,Mexico,Nadi International Airport,FJ,Fiji,OC,Oceania,9/27/2022,NAN,Kath Van Zon,Cancelled
lp0hTZ,Norri,Charlson,Female,2,Indonesia,Ndalatandos Airport,AO,Angola,AF,Africa,6/11/2022,NDF,Norri Charlson,Cancelled
V1BrVT,Georgette,Lineham,Female,49,Haiti,Randolph Air Force Base,US,United States,NAM,North America,3/8/2022,RND,Georgette Lineham,On Time
PBRD8L,Nikolia,Hulburd,Female,48,United States,La Coloma Airport,CU,Cuba,NAM,North America,12/13/2022,LCL,Nikolia Hulburd,Delayed
d4wTZX,Shirley,Greensmith,Female,70,Russia,Richards-Gebaur Air Force Base,US,United States,NAM,North America,12/6/2022,GVW,Shirley Greensmith,Delayed
XPoxSX,Sancho,Doale,Male,62,Spain,Santiago de Compostela Airport,ES,Spain,EU,Europe,3/30/2022,SCQ,Sancho Doale,Delayed
4darYZ,Meghann,Ropars,Female,32,Russia,Santos Dumont Airport,BR,Brazil,SAM,South America,10/24/2022,SDU,Meghann Ropars,Delayed
dMbl3G,Leonidas,Forsdike,Male,70,China,Tibooburra Airport,AU,Australia,OC,Oceania,4/27/2022,TYB,Leonidas Forsdike,On Time
GDBOZI,Britni,Selland,Female,69,Philippines,Rawlins Municipal Airport/Harvey Field,US,United States,NAM,North America,5/1/2022,RWL,Britni Selland,Cancelled
0tARyr,Garrick,Ellsworthe,Male,29,Russia,Nangade Airport,MZ,Mozambique,AF,Africa,9/16/2022,NND,Garrick Ellsworthe,On Time
srscQW,Goddart,Brothwood,Male,51,China,Ontong Java Atoll Airstrip,SB,Solomon Islands,OC,Oceania,11/13/2022,OTV,Goddart Brothwood,Delayed
idiRo9,Dan,Simmens,Male,13,Thailand,Montepuez Airport,MZ,Mozambique,AF,Africa,10/7/2022,MTU,Dan Simmens,Cancelled
HOG6Wu,Meredeth,Leven,Male,75,Venezuela,Antsirabe Airport,MG,Madagascar,AF,Africa,5/26/2022,ATJ,Meredeth Leven,Cancelled
F5Fl5m,Veronika,Bantock,Female,55,Vietnam,Logan-Cache Airport,US,United States,NAM,North America,9/11/2022,LGU,Veronika Bantock,On Time
rPhfVJ,Leonard,Mainston,Male,8,Indonesia,Sacheon Air Base/Airport,KR,"Korea, Republic of",AS,Asia,6/29/2022,HIN,Leonard Mainston,Delayed
bCIEJe,Chevy,Yurchishin,Male,77,China,Anuradhapura Air Force Base,LK,Sri Lanka,AS,Asia,8/31/2022,ACJ,Chevy Yurchishin,On Time
owiJkF,Cassius,Symington,Male,61,Bolivia,Sierra Maestra Airport,CU,Cuba,NAM,North America,3/9/2022,MZO,Cassius Symington,Delayed
ca13D0,Winne,Pass,Female,58,China,Warroad International Memorial Airport,US,United States,NAM,North America,5/29/2022,RRT,Winne Pass,On Time
tVAqYm,Kippie,Andreou,Female,15,Japan,Novgorod Airport,RU,Russian Federation,EU,Europe,3/2/2022,NVR,Kippie Andreou,On Time
xSMBRI,Bar,Enticott,Male,50,Saudi Arabia,Bassel Al-Assad International Airport,SY,Syrian Arab Republic,AS,Asia,10/4/2022,LTK,Bar Enticott,Cancelled
jXI1ir,Katerina,Muneely,Female,52,Indonesia,Mehrabad International Airport,IR,"Iran, Islamic Republic of",AS,Asia,2/1/2022,THR,Katerina Muneely,On Time
IJRhJ7,Corabel,Ritelli,Female,46,Nepal,Tres Arroyos Airport,AR,Argentina,SAM,South America,3/9/2022,OYO,Corabel Ritelli,On Time
gKtMqm,Claudia,Whorton,Female,26,Philippines,North Battleford Airport,CA,Canada,NAM,North America,7/30/2022,YQW,Claudia Whorton,On Time
A9uEhT,Kordula,Wones,Female,36,China,Çıldır Airport,TR,Turkey,AS,Asia,8/7/2022,CII,Kordula Wones,Cancelled
fApiOI,Bink,Luciano,Male,86,China,Manhattan Regional Airport,US,United States,NAM,North America,7/22/2022,MHK,Bink Luciano,On Time
FQk38U,Arty,Ruspine,Male,61,China,Santa Maria Airport,PE,Peru,SAM,South America,10/6/2022,SMG,Arty Ruspine,Delayed
fHgEd6,Dennie,Fear,Female,49,Japan,Cherrabah Airport,AU,Australia,OC,Oceania,2/25/2022,CRH,Dennie Fear,On Time
1UQyup,Eleanor,Garbutt,Female,62,Japan,Almirante Marco Andres Zar Airport,AR,Argentina,SAM,South America,12/19/2022,REL,Eleanor Garbutt,Delayed
TepsPT,Terri,Moreinis,Male,20,Czech Republic,Springfield Branson National Airport,US,United States,NAM,North America,10/16/2022,SGF,Terri Moreinis,On Time
tGsqgW,Kelsey,McDavitt,Male,15,China,Bulgan Sum Airport,MN,Mongolia,AS,Asia,8/11/2022,HBU,Kelsey McDavitt,On Time
1UieRi,Meyer,Illidge,Male,28,France,Cambridge Bay Airport,CA,Canada,NAM,North America,8/14/2022,YCB,Meyer Illidge,Cancelled
GviQ81,Towny,Carbett,Male,75,Sweden,Da Nang International Airport,VN,Viet Nam,AS,Asia,5/25/2022,DAD,Towny Carbett,Cancelled
Hdx13Z,Leonanie,Greenwood,Female,71,Brazil,Atkamba Airport,PG,Papua New Guinea,OC,Oceania,4/29/2022,ABP,Leonanie Greenwood,Cancelled
7ZavLQ,Gennie,Pestor,Female,69,Russia,Morlaix-Ploujean Airport,FR,France,EU,Europe,1/16/2022,MXN,Gennie Pestor,Delayed
BwyDJr,Pierrette,Stockow,Female,51,France,Jomsom Airport,NP,Nepal,AS,Asia,1/24/2022,JMO,Pierrette Stockow,Cancelled
LT8wFt,Mac,Poulgreen,Male,51,Brazil,Anshan Air Base,CN,China,AS,Asia,12/14/2022,AOG,Mac Poulgreen,On Time
hJyfVS,Vasily,Yelyashev,Male,24,Palestinian Territory,Imam Khomeini International Airport,IR,"Iran, Islamic Republic of",AS,Asia,11/18/2022,IKA,Vasily Yelyashev,Cancelled
nzxg1D,Ambur,McVee,Female,17,Indonesia,Solita Airport,CO,Colombia,SAM,South America,4/25/2022,SOH,Ambur McVee,On Time
geOidF,Patrica,Chezelle,Female,56,Argentina,Chinggis Khaan International Airport,MN,Mongolia,AS,Asia,11/6/2022,ULN,Patrica Chezelle,On Time
nZZsnD,Corry,Netley,Female,61,Peru,Ronneby Airport,SE,Sweden,EU,Europe,3/11/2022,RNB,Corry Netley,Cancelled
d7Vhtf,Gabi,Kennifick,Female,17,Guatemala,Scusciuban Airport,SO,Somalia,AF,Africa,2/21/2022,CMS,Gabi Kennifick,Delayed
TOKFpv,Alaster,Chate,Male,18,United States,Calgary International Airport,CA,Canada,NAM,North America,6/21/2022,YYC,Alaster Chate,Cancelled
MGNllT,Chauncey,Reboul,Male,85,South Korea,Semporna Airport,MY,Malaysia,AS,Asia,3/10/2022,SMM,Chauncey Reboul,On Time
un4U3M,Theodosia,Kenewel,Female,30,Ethiopia,Huehuetenango Airport,GT,Guatemala,NAM,North America,1/11/2022,HUG,Theodosia Kenewel,On Time
l0QOCW,Kirby,Lownds,Male,37,Russia,Charleston Air Force Base-International Airport,US,United States,NAM,North America,10/13/2022,CHS,Kirby Lownds,Delayed
nXnOBo,Rey,Kesper,Male,6,Colombia,Marion Municipal Airport,US,United States,NAM,North America,9/10/2022,MZZ,Rey Kesper,Cancelled
04Ojfi,Seth,Fairchild,Male,63,Czech Republic,Port Hawkesbury Airport,CA,Canada,NAM,North America,7/29/2022,YPS,Seth Fairchild,On Time
SgOXbp,Jessey,Lambard,Male,80,Colombia,Chu Lai International Airport,VN,Viet Nam,AS,Asia,6/25/2022,VCL,Jessey Lambard,Delayed
cRSEGz,Lucie,Gabey,Female,35,Russia,Chefornak Airport,US,United States,NAM,North America,8/6/2022,CYF,Lucie Gabey,On Time
TNIkpC,Giffy,Beenham,Male,32,Indonesia,Robert (Bob) Curtis Memorial Airport,US,United States,NAM,North America,9/12/2022,ORV,Giffy Beenham,Cancelled
yGu0bq,Lewes,Kiernan,Male,48,Poland,Norilsk-Alykel Airport,RU,Russian Federation,AS,Asia,5/21/2022,NSK,Lewes Kiernan,Cancelled
JzbgYa,Sybila,Bresner,Female,90,New Zealand,Josefa Camejo International Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,2/27/2022,LSP,Sybila Bresner,Cancelled
XFCDcI,Chrisse,Billo,Male,3,Indonesia,Diu Airport,IN,India,AS,Asia,6/15/2022,DIU,Chrisse Billo,Cancelled
sgiTtO,Larissa,Vice,Female,31,Morocco,Undara Airport,AU,Australia,OC,Oceania,1/19/2022,UDA,Larissa Vice,Cancelled
e5w62G,Valeria,Limb,Female,63,Indonesia,Billings Logan International Airport,US,United States,NAM,North America,9/13/2022,BIL,Valeria Limb,Cancelled
ufFpu1,Cherry,Hall,Female,43,Nigeria,Lawn Hill Airport,AU,Australia,OC,Oceania,11/25/2022,LWH,Cherry Hall,On Time
0Dw31A,Carr,Alwin,Male,51,Bosnia and Herzegovina,Tri State Steuben County Airport,US,United States,NAM,North America,2/7/2022,ANQ,Carr Alwin,Cancelled
nQiG7J,Dorine,Reyner,Female,44,Indonesia,Takaroa Airport,PF,French Polynesia,OC,Oceania,2/17/2022,TKX,Dorine Reyner,Cancelled
XygLfN,Aleen,Spearett,Female,7,Indonesia,Uytash Airport,RU,Russian Federation,EU,Europe,10/9/2022,MCX,Aleen Spearett,On Time
vR0djb,Doretta,Stodart,Female,53,Portugal,Mojica Airport,CR,Costa Rica,NAM,North America,11/3/2022,CSC,Doretta Stodart,Cancelled
rq1Is6,Lyndel,Goulston,Female,84,Pakistan,Pucón Airport,CL,Chile,SAM,South America,12/28/2022,ZPC,Lyndel Goulston,Cancelled
VkYvRR,Kali,Dietsche,Female,85,China,Maré Airport,NC,New Caledonia,OC,Oceania,5/18/2022,MEE,Kali Dietsche,On Time
IxLbuC,Thorny,Pappi,Male,25,Libya,Annai Airport,GY,Guyana,SAM,South America,9/1/2022,NAI,Thorny Pappi,On Time
sk66Pd,Silvanus,Osichev,Male,79,Russia,Jahrom Airport,IR,"Iran, Islamic Republic of",AS,Asia,7/22/2022,JAR,Silvanus Osichev,Delayed
lO3y5A,Artemus,Foottit,Male,29,Colombia,Baytown Airport,US,United States,NAM,North America,5/21/2022,HPY,Artemus Foottit,Delayed
1mTtru,Hyacinthia,Smallsman,Female,33,Albania,Gamboola Airport,AU,Australia,OC,Oceania,8/11/2022,GBP,Hyacinthia Smallsman,Delayed
HlWKMI,Norbert,Kernar,Male,1,Jordan,Angama Airport,KE,Kenya,AF,Africa,2/27/2022,ANA,Norbert Kernar,Delayed
eB0Gn0,Kipp,Gouthier,Male,20,Colombia,Touat Cheikh Sidi Mohamed Belkebir Airport,DZ,Algeria,AF,Africa,3/18/2022,AZR,Kipp Gouthier,On Time
0cMT8i,Brian,Kopman,Male,64,Samoa,Oryol Yuzhny Airport,RU,Russian Federation,EU,Europe,3/7/2022,OEL,Brian Kopman,On Time
bxsWzO,Benedetto,Gantlett,Male,74,Portugal,Nnamdi Azikiwe International Airport,NG,Nigeria,AF,Africa,8/17/2022,ABV,Benedetto Gantlett,Cancelled
xMxjn9,Konstance,Vears,Female,90,Tajikistan,Diego Jimenez Torres Airport,PR,Puerto Rico,NAM,North America,12/27/2022,FAJ,Konstance Vears,On Time
UmFCn2,Isidro,Syratt,Male,48,Canada,Kiwai Airport,PG,Papua New Guinea,OC,Oceania,12/14/2022,KWX,Isidro Syratt,Cancelled
0r3fDU,Jerad,Oldfield,Male,79,United Kingdom,Trat Airport,TH,Thailand,AS,Asia,1/20/2022,TDX,Jerad Oldfield,On Time
FQICJD,Carly,Diss,Female,35,Philippines,Bildudalur Airport,IS,Iceland,EU,Europe,11/17/2022,BIU,Carly Diss,Delayed
eATnoa,Almeta,Gladden,Female,55,China,Gora Airstrip,PG,Papua New Guinea,OC,Oceania,9/27/2022,GOC,Almeta Gladden,On Time
EKdGTD,Kile,Tiffney,Male,41,Russia,Vilo Acuña International Airport,CU,Cuba,NAM,North America,5/20/2022,CYO,Kile Tiffney,On Time
ATi7Up,Anthiathia,McCowan,Female,28,South Africa,Khajuraho Airport,IN,India,AS,Asia,2/10/2022,HJR,Anthiathia McCowan,Delayed
pEg2W5,Tessy,Lanston,Female,48,China,Zhangye Ganzhou Airport,CN,China,AS,Asia,3/13/2022,YZY,Tessy Lanston,Delayed
tAuf1C,Sax,Adrianello,Male,27,Russia,Mys Kamenny Airport,RU,Russian Federation,AS,Asia,7/8/2022,YMK,Sax Adrianello,Cancelled
ywoQg5,Sheilakathryn,Eynaud,Female,40,Indonesia,Ust-Tsylma Airport,RU,Russian Federation,EU,Europe,5/1/2022,UTS,Sheilakathryn Eynaud,On Time
tsEESy,Silvia,Struthers,Female,89,Greece,El Fasher Airport,SD,Sudan,AF,Africa,9/19/2022,ELF,Silvia Struthers,Delayed
RybiUZ,Teodoro,Wulfinger,Male,24,Sweden,Imbaimadai Airport,GY,Guyana,SAM,South America,6/18/2022,IMB,Teodoro Wulfinger,On Time
QI4a4d,Peria,Taplow,Female,77,Poland,Tibooburra Airport,AU,Australia,OC,Oceania,4/22/2022,TYB,Peria Taplow,On Time
CEbnTT,Agretha,Conew,Female,67,France,Lahad Datu Airport,MY,Malaysia,AS,Asia,12/28/2022,LDU,Agretha Conew,On Time
Ni7bnE,Purcell,Hagyard,Male,33,Greece,Cattle Creek Airport,AU,Australia,OC,Oceania,3/19/2022,CTR,Purcell Hagyard,Delayed
CPOxkt,Caryl,Kesteven,Male,39,Macedonia,Stockholm Skavsta Airport,SE,Sweden,EU,Europe,6/30/2022,NYO,Caryl Kesteven,Delayed
pPBVYi,Winna,Waeland,Female,30,Poland,Philadelphia Seaplane Base,US,United States,NAM,North America,11/24/2022,PSQ,Winna Waeland,Cancelled
5oDQIc,Kayne,Rosenzwig,Male,20,China,Ballina Byron Gateway Airport,AU,Australia,OC,Oceania,10/30/2022,BNK,Kayne Rosenzwig,On Time
